classifier,family,regime,budget_per_class,seed,manifest_path,num_synthetic,real_only_macro_f1,real_plus_synth_macro_f1,delta_macro_f1,real_only_balanced_accuracy,real_plus_synth_balanced_accuracy,delta_balanced_accuracy,real_only_macro_auprc,real_plus_synth_macro_auprc,delta_macro_auprc,real_only_class4_f1,real_plus_synth_class4_f1,delta_class4_f1,real_only_class7_f1,real_plus_synth_class7_f1,delta_class7_f1,real_train_subsample
resnet_style_cnn,VAE,minority_c4c7,2000,42,/home/bruno.fonkeng/gencys/artifacts_paper3/vae/synthetic/paper3_vae_aug_minority_heavy_c4c7_b2000/seed42/manifest.json,4000,0.9498898529300008,0.9536081965020546,0.003718343572053806,0.9500000000000001,0.953888888888889,0.0038888888888889417,0.9754265319501599,0.9773133568768293,0.0018868249266693615,0.8001949317738791,0.8231325301204819,0.022937598346602805,0.7892838742916023,0.8041994750656168,0.014915600774014548,"{""minority_classes"": [4, 7], ""minority_fraction"": 0.2, ""before_counts"": {""0"": 8100, ""1"": 8100, ""2"": 8100, ""3"": 8100, ""4"": 8100, ""5"": 8100, ""6"": 8100, ""7"": 8100, ""8"": 8100}, ""after_counts"": {""0"": 8100, ""1"": 8100, ""2"": 8100, ""3"": 8100, ""4"": 1620, ""5"": 8100, ""6"": 8100, ""7"": 1620, ""8"": 8100}, ""num_before"": 72900, ""num_after"": 59940}"
