classifier,family,regime,budget_per_class,seed,manifest_path,num_synthetic,real_only_macro_f1,real_plus_synth_macro_f1,delta_macro_f1,real_only_balanced_accuracy,real_plus_synth_balanced_accuracy,delta_balanced_accuracy,real_only_macro_auprc,real_plus_synth_macro_auprc,delta_macro_auprc,real_only_class4_f1,real_plus_synth_class4_f1,delta_class4_f1,real_only_class7_f1,real_plus_synth_class7_f1,delta_class7_f1,real_train_subsample
resnet_style_cnn,DIFFUSION,balanced,2000,44,/home/bruno.fonkeng/gencys/artifacts_paper3/diffusion/synthetic/paper3_diffusion_aug_balanced_b2000/seed44/manifest.json,18000,0.9571620827697763,0.9549016882105155,-0.0022603945592608587,0.9571111111111112,0.9548888888888888,-0.0022222222222224586,0.9867053038529883,0.9827198392838089,-0.003985464569179364,0.8394366197183099,0.8226600985221675,-0.01677652119614237,0.819672131147541,0.8198883815322171,0.0002162503846760977,
