classifier,family,regime,budget_per_class,seed,manifest_path,num_synthetic,real_only_macro_f1,real_plus_synth_macro_f1,delta_macro_f1,real_only_balanced_accuracy,real_plus_synth_balanced_accuracy,delta_balanced_accuracy,real_only_macro_auprc,real_plus_synth_macro_auprc,delta_macro_auprc,real_only_class4_f1,real_plus_synth_class4_f1,delta_class4_f1,real_only_class7_f1,real_plus_synth_class7_f1,delta_class7_f1,real_train_subsample
resnet_style_cnn,GAN,balanced,2000,42,/home/bruno.fonkeng/gencys/artifacts_paper3/gan/synthetic/paper3_aug_balanced_b2000/seed42/manifest.json,18000,0.9589497207344723,0.951714663193575,-0.007235057540897261,0.9588888888888888,0.9515555555555556,-0.007333333333333192,0.9866110960136731,0.983535747445442,-0.0030753485682311066,0.842374616171955,0.8172142526608052,-0.025160363511149808,0.8542274052478134,0.8014981273408239,-0.05272927790698945,
