config_id,n_seeds,mean_num_fake,delta_macro_f1_mean,delta_macro_f1_std,delta_bal_acc_mean,delta_bal_acc_std,delta_macro_auprc_mean,delta_macro_auprc_std,delta_ece_mean,delta_ece_std,delta_brier_mean,delta_brier_std,kid_mean,kid_std,ms_ssim_mean,ms_ssim_std
paper4_cic_policy_keep_all_b2000,3,10000.0,-0.015673516058008336,0.00933418766672527,-0.01678192017522051,0.0021719250555236936,0.00505410314938833,0.0033688784098771874,-0.04593384601952879,0.023823733662801255,-0.017048219839731853,0.021708801273775908,0.1951910623234426,0.037851804247169926,0.9954372164011002,0.005952524548547722
