summary_path,config_id,seed,num_fake,real_only_macro_f1,real_plus_synth_macro_f1,delta_macro_f1,delta_bal_acc,delta_macro_auprc,delta_ece,delta_brier,kid,ms_ssim
/home/bruno.fonkeng/gencys/artifacts_paper4_cicmaldroid/gan/summaries/summary_20260525_213453.json,paper4_cic_policy_keep_all_b2000,42,10000.0,0.7240139869898001,0.7032816124478704,-0.020732374541929777,-0.015682491791362718,0.0016079983277480503,-0.021131117405943173,0.007149070501327515,0.22051338362132417,0.9987444804906845
/home/bruno.fonkeng/gencys/artifacts_paper4_cicmaldroid/gan/summaries/summary_20260525_215439.json,paper4_cic_policy_keep_all_b2000,43,10000.0,0.7206911967965531,0.6993049608355684,-0.021386235960984767,-0.01928373614943113,0.008340041643465135,-0.06864000414408941,-0.023477613925933838,0.21338187272711387,0.9990017307400704
/home/bruno.fonkeng/gencys/artifacts_paper4_cicmaldroid/gan/summaries/summary_20260525_214758.json,paper4_cic_policy_keep_all_b2000,44,10000.0,0.7187503705752213,0.7138484329041108,-0.004901937671110468,-0.015379532584867683,0.005214269476951805,-0.04803041650855378,-0.03481611609458923,0.15167793062188978,0.9885654379725456
/home/bruno.fonkeng/gencys/artifacts_paper4_cicmaldroid/gan/summaries/summary_20260525_212205.json,paper4_cic_realonly_balanced,42,,0.7214981472031742,,,,,,,,
/home/bruno.fonkeng/gencys/artifacts_paper4_cicmaldroid/gan/summaries/summary_20260525_214335.json,paper4_cic_realonly_balanced,43,,0.7190523495490044,,,,,,,,
/home/bruno.fonkeng/gencys/artifacts_paper4_cicmaldroid/gan/summaries/summary_20260525_214400.json,paper4_cic_realonly_balanced,44,,0.7191322346377133,,,,,,,,
