class_id,cond_accuracy,count,correct,failure_rate
0,0.0,100,0,1.0
1,0.0,100,0,1.0
2,0.0,100,0,1.0
3,0.0,100,0,1.0
4,0.0,100,0,1.0
5,0.0,100,0,1.0
6,0.0,100,0,1.0
7,1.0,100,100,0.0
8,0.0,100,0,1.0
