class_id,cond_accuracy,count,correct,failure_rate
0,0.0,100,0,1.0
1,0.0,100,0,1.0
2,0.0,100,0,1.0
3,0.0,100,0,1.0
4,0.0,100,0,1.0
5,0.99,100,99,0.010000000000000009
6,0.0,100,0,1.0
7,0.14,100,14,0.86
8,0.0,100,0,1.0
