artifacts_root,audit.leakage_rate,audit.minority_classes,audit.minority_conditioning_accuracy,audit.minority_conditioning_failure_rate,audit.overall_conditioning_accuracy,audit.overall_conditioning_failure_rate,audit.per_class_macro_conditioning_accuracy,audit.per_class_weighted_conditioning_accuracy,audit.per_class_worst_conditioning_accuracy,audit.predicted_label_histogram,audit.real_only_test_accuracy,audit.real_only_val_accuracy,audit.real_only_weights_path,audit.seed,audit.top_confusions,audit.total_synthetic_audited,audit.version,audit.worst_class_id,audit_summary_json,eval.caps.fid_cap_per_class,eval.generative.cfid_macro,eval.generative.fid_macro,eval.generative.kid,eval.generative.ms_ssim,eval.metrics.cfid,eval.metrics.cfid_macro,eval.metrics.downstream.balanced_acc,eval.metrics.downstream.macro_auprc,eval.metrics.downstream.macro_f1,eval.metrics.fid,eval.metrics.fid_macro,eval.metrics.kid,eval.metrics.ms_ssim,eval.run_meta.caps.fid_cap_per_class,eval.utility_real_only.balanced_acc,eval.utility_real_only.macro_auprc,eval.utility_real_only.macro_f1,eval.utility_real_plus_synth.balanced_acc,eval.utility_real_plus_synth.macro_auprc,eval.utility_real_plus_synth.macro_f1,evidence_block,latest_json,model_family,paper_id
/home/bruno.fonkeng/gencys/artifacts_paper2,0.8888888888888888,"[0, 1, 2]",0.0,1.0,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.0,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 12, ""5"": 0, ""6"": 0, ""7"": 213, ""8"": 0}",0.9425555467605591,0.9446296095848083,/home/bruno.fonkeng/gencys/artifacts_paper2/audit/real_only_cnn/seed42_real_only_cnn.weights.h5,42,"[{""requested"": 2, ""predicted"": 7, ""count"": 24, ""within_requested_rate"": 0.96}, {""requested"": 3, ""predicted"": 7, ""count"": 24, ""within_requested_rate"": 0.96}, {""requested"": 4, ""predicted"": 7, ""count"": 24, ""within_requested_rate"": 0.96}, {""requested"": 5, ""predicted"": 7, ""count"": 24, ""within_requested_rate"": 0.96}, {""requested"": 8, ""predicted"": 7, ""count"": 24, ""within_requested_rate"": 0.96}, {""requested"": 0, ""predicted"": 7, ""count"": 23, ""within_requested_rate"": 0.92}, {""requested"": 1, ""predicted"": 7, ""count"": 23, ""within_requested_rate"": 0.92}, {""requested"": 6, ""predicted"": 7, ""count"": 23, ""within_requested_rate"": 0.92}, {""requested"": 0, ""predicted"": 4, ""count"": 2, ""within_requested_rate"": 0.08}, {""requested"": 1, ""predicted"": 4, ""count"": 2, ""within_requested_rate"": 0.08}]",225,conditioning_audit_v2,0,/home/bruno.fonkeng/ProbabilisticModels/GenCyberSynth_Phase1_Scaffold/papers/paper2_conditional_generation_done_right/results/tables/paper2_gan_conditioning_summary_v2.json,50,,,0.6236334123037368,0.9092305918865734,,,0.9387593083108468,0.9738060685208575,0.9379049234952637,,,0.6236334123037368,0.9092305918865734,50,0.9390844811605172,0.9736595036536411,0.9390922980497454,0.9387593083108468,0.9738060685208575,0.9379049234952637,block1_conditioning_audit,/home/bruno.fonkeng/gencys/artifacts_paper2/gan/summaries/latest.json,gan,paper2
