model,synth_budget_per_class,runs,delta_macro_f1_mean,delta_macro_f1_std,delta_bal_acc_mean,delta_bal_acc_std,delta_macro_auprc_mean,delta_macro_auprc_std,regime
gan,0,3,0.0,0.0,0.0,0.0,0.0,0.0,balanced_all_class
gan,0,3,0.0,0.0,0.0,0.0,0.0,0.0,minority_heavy_c4c7_minority_only
gan,25,3,0.000766793792162,0.0018346183017214,0.0006268233477314,0.0018260086349785,-0.0006323505192911,0.0017761705227897,balanced_all_class
gan,100,3,0.000299006447658,0.0022908573823819,-2.5400632797500025e-05,0.0021841487453582,-0.0008919563015673,0.0002289157876739,balanced_all_class
gan,100,3,-0.0107367233366587,0.0039537660310694,-0.0091423253963969,0.0047043226225595,-0.0077164226503609,0.0024657179316373,minority_heavy_c4c7_minority_only
gan,500,3,-0.0002640628330165,0.0010238649665682,-0.0003101686588822,0.0012082881669706,-5.0003504334366657e-05,0.0016428789839848,balanced_all_class
gan,500,3,-0.0053571298772195,0.0021419907208394,-0.0045693856892279,0.0022916343550259,-0.0101153378504245,0.0024662743835063,minority_heavy_c4c7_minority_only
gan,2000,3,0.0064398103546272,0.0035631534184217,0.0061095235019559,0.0035522753690527,0.0035566230106685,0.0019400382943792,balanced_all_class
gan,2000,3,-0.0145218090712056,0.017975681116069,-0.0121098342745038,0.0160173991775819,-0.0088202491029586,0.0059746264042365,minority_heavy_c4c7_minority_only
